Name;CategoryId;SalePriceExTax;SalePriceIncTax;ButtonColourId;Barcode;SalePriceTaxGroupId
Hoco Hair Clipper;Electronics - My top gift;49.99;56.49;;6942007623780;HST
Hoco charger adapter;Electronics - My top gift;12.99;14.68;;6942007652032;HST
Hoco Charger;Electronics - My top gift;15.99;18.07;;6942007652049;HST
Hoco Charger;Electronics - My top gift;15.99;18.07;;6942007652056;HST
Hoco Charger;Electronics - My top gift;15.99;18.07;;69420762056;HST
Hoco BT Speaker;Electronics - My top gift;60.99;68.92;;6931474752857;HST
Hoco BT Speaker;Electronics - My top gift;29.99;33.89;;6931474798879;HST
Hoco Adapter;Electronics - My top gift;22.99;25.98;;6931474798695;HST
Hoco - BT Speaker;Electronics - My top gift;29.99;33.89;;6931474798886;HST
hip flask;OTHER;9.99;11.29;;6911831010035;HST
hip flask;OTHER;9.99;11.29;;6911831010028;HST
High Tea Blunt Wraps Mango;TOBACCO;3.10;3.50;;751667206037;HST
High Tea Blunt Wraps Blueberry;TOBACCO;3.10;3.50;;751667206433;HST
High Speed Ultra Quiet HX64;ELECTRONICS;34.99;39.54;;6942007652650;HST
HERSHEYS MILK CANDY,GUMS & CHOCOLATES;CANDY,GUMS & CHOCOLATES;2.87;3.24;;05663135;HST
HERSHEYS COOKIES & CRACKERS N CREME S;CANDY,GUMS & CHOCOLATES;2.87;3.24;;06811307;HST
Hello Panda;GROCERY;1.00;1.13;;072320700403;HST
Hellmans Mayo 340 ML;GROCERY;7.99;9.03;;068400508656;HST
Heineken Bottle 330ml;Beer;3.11;3.50;;072890000224;HST
Heineken 6pk;Beer;21.39;24.09;;072890004758;HST
Heineken 6* 330Ml Bottle;Beer;17.50;19.78;;2890000033;HST
Heineken 500ml;Beer;3.59;4.04;;072890000026;HST
GAIN ORIGINAL DRYER SHEET;HEALTH & BEAUTY;4.99;5.64;;037000823650;HST
gain original;GENERAL ITEMS;6.99;7.90;;030772225813;HST
Gain laundry liquid;HEALTH & BEAUTY;9.99;11.29;;037000769545;HST
EXCEL POLAR;CHIPS & SNACKS;2.21;2.50;;064900000447;HST
EXCEL;CANDY,GUMS & CHOCOLATES;2.21;2.50;;064900000324;HST
Eska;GROCERY;2.66;3.01;;671785100034;HST
Equate Nail Polish Remover;HEALTH & BEAUTY;5.75;6.50;;627735010373;HST
Ensure Reg;DRINKS;3.31;3.74;;055325004127;HST
maximum ice 473 ml;Beer;3.09;3.48;;062067333538;HST
Matinee subtle KS 25;TOBACCO;21.00;23.73;;059300010585;HST
Matinee Subtle KS 20;TOBACCO;18.58;21.00;;059300010561;HST
Matinee mellow KS 25;TOBACCO;23.01;26.00;;059300004423;HST
match king size;TOBACCO;12.17;13.75;;779186000936;HST
match chic  king size;TOBACCO;12.17;13.75;;779186000998;HST
Match Chic 25 K Caton;TOBACCO;95.58;108.01;;779186001001;HST
Match Chic 20 K;TOBACCO;95.58;108.01;;779186002060;HST
Match Chic 20;TOBACCO;9.74;11.01;;779186002053;HST
Match 25 K Carton;TOBACCO;95.58;108.01;;779186000943;HST
Match 20 K Carton;TOBACCO;95.58;108.01;;779186002039;HST
Match 20;TOBACCO;9.74;11.01;;779186002022;HST
MARS;CANDY,GUMS & CHOCOLATES;2.20;2.49;;058496328733;HST
MARLBORO SMOOTH;TOBACCO;13.72;15.50;;059300063635;HST
MARLBORO 25 KS;TOBACCO;16.59;18.75;;059300061709;HST
MARLBORO 20;TOBACCO;13.72;15.50;;059300061693;HST
Maria Christina;Wine;19.50;22.01;;063657047378;HST
Michelob Ultra;Beer;22.18;24.99;;062067547539;HST
michelob ultra;ALCOHOL;3.49;3.94;;062067547355;HST
Meta pipe 50;HEALTH & BEAUTY;4.99;5.64;;088169002554;HST
Mentos fruit;CANDY,GUMS & CHOCOLATES;1.99;2.25;;073390000165;HST
MENTOS CINNAMONSTAIN SOFT BATHROOM TISSU;GROCERY;2.99;3.38;;771913677282;HST
MEMTOS MINT;CANDY,GUMS & CHOCOLATES;1.99;2.25;;073390000110;HST
Melona strawberry;Ice cream;2.49;2.81;;8801104948418;HST
Melona Icecream;Ice cream;2.49;2.81;;8801104943635;HST
Mega Sandwich;ICE CREAMS;1.99;2.25;;774276118126;HST
MAYNARDS SOUR PATCH KIDS 60G;CANDY,GUMS & CHOCOLATES;2.21;2.50;;057700221921;HST
MAYNARDS FUZZY PEACH 64G;CANDY,GUMS & CHOCOLATES;2.21;2.50;;057700215876;HST
Jumbo Hamburger Bun;BAKERY;5.49;6.20;;055742576344;HST
JUMBO COTTON BALLS;HEALTH & BEAUTY;1.99;2.25;;059338125077;HST
juicy fruit original;CANDY,GUMS & CHOCOLATES;2.21;2.50;;064900409653;HST
Jameson Whiskey Lemonade;R.T.D.;3.99;4.50;;080432001424;HST
james ready 6 473 ml;Beer;2.61;2.95;;776029703085;HST
jackson-Triggs Pinot Grigio;Wine;13.30;15.00;;063657011836;HST
JACKSON TRIGGS MERLOT;Wine;13.30;15.00;;063657007112;HST
Jackson triggs 750;Wine;13.30;15.00;;063657005347;HST
Jackson Triggs 1.5l;Wine;20.65;23.31;;063657036563;HST
JACK LIKS PEPPRONI 22G HOT;CANDY,GUMS & CHOCOLATES;1.39;1.57;;017082879011;HST
JACK LIKS PEPPRONI 22G;CANDY,GUMS & CHOCOLATES;1.33;1.50;;017082879035;HST
IQOS IIUMA ONE PEBBLE BEIGE;TOBACCO;50.99;57.62;;061900497239;HST
Ven Dens Cable;Electronics - My top gift;12.99;14.68;;5056594153153;HST
Ven Dens cable;Electronics - My top gift;10.99;12.42;;5056594152125;HST
Ven Dens Adapter;Electronics - My top gift;37.99;42.93;;5056594115120;HST
Ven Dens Adapter;Electronics - My top gift;20.99;23.72;;5056594114888;HST
Ven Dens Adapter;Electronics - My top gift;17.99;20.33;;5056594172246;HST
Ven Dens;Electronics - My top gift;12.99;14.68;;5060674507446;HST
VEGGIE ORIGINAL;CHIPS;3.79;4.28;;829515308582;HST
VB Lighter;LIGHTER;3.99;4.51;;705833099633;HST
VASELINE UV 100 ML;HEALTH & BEAUTY;3.99;4.51;;8901030669125;HST
VASELINE BLUESEAL;HEALTH & BEAUTY;2.99;3.38;;60014399;HST
Van Dens Power bank;Electronics - My top gift;27.99;31.63;;5056594152088;HST
Van dens Power bank;Electronics - My top gift;22.99;25.98;;5056594171195;HST
Van Dens Earphones;Electronics - My top gift;8.99;10.16;;5060674508870;HST
Van Dens Earphones;Electronics - My top gift;9.99;11.29;;5060674507361;HST
Van dens earphones;Electronics - My top gift;12.99;14.68;;5060674507675;HST
Van Dens Earphones;Electronics - My top gift;15.99;18.07;;5056594152132;HST
VAGGIE ORIG.;CHIPS;3.99;4.51;;829515301378;HST
USB-C Earphones;cell phone accesroies;11.99;13.55;;197111058195;HST
USB C TYPE CABLE TECO;ELECTRONICS;9.99;11.29;;197190301625;HST
Uni blue air freshner;GROCERY;3.99;4.51;;6287508115564;HST
Uncle Rays Ripple 130g;CHIPS & SNACKS;2.50;2.83;;614156061510;HST
Uncle Rays potato CHIPS & SNACKS 130g;CHIPS & SNACKS;2.50;2.83;;614156061503;HST
Uncle Rays BBQ CHIPS & SNACKS 130g;CHIPS & SNACKS;2.50;2.83;;614156061527;HST
Ultra thin HOCO HX 65;ELECTRONICS;26.99;30.50;;6942007652667;HST
Type C cable;ELECTRONICS;9.99;11.29;;197190301632;HST
Tylenol Extra strength ez tabs;HEALTH & BEAUTY;7.99;9.03;;064541301378;HST
KINDER EGG;CANDY,GUMS & CHOCOLATES;2.25;2.54;;06202644;HST
Kinder Chocolate;CANDY,GUMS & CHOCOLATES;1.76;1.99;;06202343;HST
KINDER BUENO;CANDY,GUMS & CHOCOLATES;2.99;3.38;;062020000682;HST
Kikkoman Soy Sauce;GROCERY;7.99;9.03;;041390001055;HST
KEY CUT;OTHER;4.00;4.52;;24185;HST
ket;CHIPS & SNACKS;2.19;2.47;;060410042526;HST
ARTIC VIBE;DRINKS;4.99;5.64;;889392001877;HST
Arm and Hammer Baking soda;GROCERY NO TAX;2.99;2.99;;065333001100;NoTax
Kalas sea salt;GROCERY NO TAX;2.99;2.99;;061308400107;NoTax
Tylenol extra carry on;GROCERY NO TAX;6.00;6.00;;062600141118;NoTax
UNICO VEGITABLE OIL 3LT.;GROCERY NO TAX;11.99;11.99;;067800001026;NoTax
IP PASTA;GROCERY NO TAX;4.99;4.99;;068062021746;NoTax
Instant 30X;;30.00;30.00;;627925000771;NoTax
Maxwell Original;GROCERY NO TAX;8.99;8.99;;066188004698;NoTax
Margerine;GROCERY NO TAX;5.00;5.00;;059950300159;NoTax
Ensure Protien Drink Chocolate;DRINKS NO TAX;3.75;3.75;;055325004295;NoTax
Ensure Protein Drink Vanilla;DRINKS NO TAX;3.75;3.75;;055325004288;NoTax
Ensure Protein Drink Strawberry;DRINKS NO TAX;3.75;3.75;;055325004301;NoTax
Ensure drink;GROCERY NO TAX;3.75;3.75;;055325004011;NoTax
ensure 50%less sugar;GROCERY NO TAX;3.75;3.75;;055325002178;NoTax
Eggs 12 Large;GENERAL NO TAX;5.00;5.00;;065651000021;NoTax
egg burnbrae 12;GROCERY NO TAX;4.99;4.99;;065651000052;NoTax
Dippity;GROCERY NO TAX;6.00;6.00;;067545029217;NoTax
bingo doubler 5;;5.00;5.00;;804906005042;NoTax
bingo 10$;;10.00;10.00;;804906010077;NoTax
Bingo $3;;3.00;3.00;;804906003017;NoTax
bigger spin;;10.00;10.00;;804906010060;NoTax
big spin 5;;5.00;5.00;;804906005059;NoTax
big money pay day 30;;30.00;30.00;;804906030013;NoTax
Brioche Bun;GROCERY NO TAX;4.50;4.50;;059243002302;NoTax
Axe 48H;GROCERY NO TAX;4.99;4.99;;079400412935;NoTax
BOTTLE DEPOSIT;GENERAL NO TAX;0.10;0.10;;24348;NoTax
DEBIT CARD FEES;GENERAL NO TAX;0.25;0.25;;24188;NoTax
DEMPSTERS WHITE;GROCERY NO TAX;3.50;3.50;;068721002222;NoTax
crossword trilpler 5;;5.00;5.00;;804906005035;NoTax
Crossword $3;;3.00;3.00;;804906003024;NoTax
cross word 10$;;10.00;10.00;;804906010084;NoTax
Corned Beef 340g;GENERAL NO TAX;5.99;5.99;;055270961100;NoTax
Coffee Cream 1L;DAIRY PRODUCTS;4.99;4.99;;064420002389;NoTax
COCONUT WATER 500UNI;DRINKS NO TAX;3.50;3.50;;055270833773;NoTax
CL CHUNK LIGHT TUNA;GROCERY NO TAX;3.99;3.99;;061362434704;NoTax
Christie Chips Ahoy;GROCERY NO TAX;4.50;4.50;;066721006233;NoTax
CHOCC;GROCERY NO TAX;2.50;2.50;;06796038;NoTax
NESTLE 1L;WATER;3.00;3.00;;068274000072;NoTax
Nestle Parlour Vanilla;DAIRY PRODUCTS;7.50;7.50;;055000893053;NoTax
Nestle Parlour French Vanille;DAIRY PRODUCTS;7.50;7.50;;055000893008;NoTax
NESTLE BUTTERSCOTH SUNDAE;DAIRY PRODUCTS;7.50;7.50;;055000892964;NoTax
Nestea;DRINKS NO TAX;2.50;2.50;;990484000101;NoTax
Chap Ice;GROCERY NO TAX;6.00;6.00;;008130010128;NoTax
Nescafe Rich;GROCERY NO TAX;9.50;9.50;;055000008815;NoTax
Nescafe Gold;GROCERY NO TAX;13.00;13.00;;055000383998;NoTax
Nescafe;GROCERY NO TAX;9.99;9.99;;055000489256;NoTax
Naya 500 ml;WATER;1.50;1.50;;057379105010;NoTax
NAYA 1.5L;WATER;3.00;3.00;;057379121058;NoTax
MR. GENERAL ITEMSS SPICY BEEF;GROCERY NO TAX;1.00;1.00;;059491000785;NoTax
Mr GENERAL ITEMS spcy chicken;GROCERY NO TAX;2.00;2.00;;059491002550;NoTax
Mr GENERAL ITEMS pack spicy chicken;GROCERY NO TAX;1.00;1.00;;059491000778;NoTax
Mr GENERAL ITEMS pack chicken;GROCERY NO TAX;1.00;1.00;;059491000501;NoTax
Mr GENERAL ITEMS pack beef;GROCERY NO TAX;1.00;1.00;;059491000358;NoTax
Mr GENERAL ITEMS chicken;GROCERY NO TAX;2.00;2.00;;059491002505;NoTax
money multiplier;;2.00;2.00;;804906002010;NoTax
MONEY MACHINE $5;;5.00;5.00;;804906005073;NoTax
Lancia Fusilli;GROCERY NO TAX;2.50;2.50;;064200130585;NoTax
Cheerios;GENERAL NO TAX;5.50;5.50;;065633234512;NoTax
Chcken Vienna Sausages 130g;GROCERY NO TAX;2.50;2.50;;05527241;NoTax
cash in 10;;10.00;10.00;;804906010039;NoTax
cash for life;;4.00;4.00;;804906004014;NoTax
Carnation evaporated Milk 354ml;GROCERY NO TAX;2.99;2.99;;059000003115;NoTax
Allens apple juice 200ml;DRINKS NO TAX;1.00;1.00;;056412700014;NoTax
Advil 10 Tablets;GROCERY NO TAX;5.99;5.99;;062107004015;NoTax
649/POK/.MEGA.LIG/.GRAND;;4.00;4.00;;2280550004002;NoTax
649/OKER;;3.00;3.00;;2280550003005;NoTax
30 crossword;;30.00;30.00;;804906030020;NoTax
2 DRAW 649;;14.00;14.00;;2280550014001;NoTax
Tea bag;GENERAL NO TAX;8.99;8.99;;059749938747;NoTax
$50 K;;50.00;50.00;;804906050011;NoTax
$5 ONTARIO;;5.00;5.00;;2280550005009;NoTax
$15/ 649;;15.00;15.00;;2280550015008;NoTax
,R.GENERAL ITEMSS SPICY CHICKEN KIMCHI;GROCERY NO TAX;2.00;2.00;;059491002819;NoTax
Tetley Green Tea;GROCERY NO TAX;4.99;4.99;;057174024417;NoTax
Super $20;;20.00;20.00;;804906020014;NoTax
Soy Sauce;GROCERY NO TAX;2.50;2.50;;667888242337;NoTax
SMART WATER 591ML Water;WATER;3.00;3.00;;786162650351;NoTax
SIFTO FALT;GROCERY NO TAX;2.75;2.75;;067568110800;NoTax
Shakti Coconut oil;GROCERY NO TAX;9.99;9.99;;828158272557;NoTax
sealtest 2%;DAIRY PRODUCTS;3.99;3.99;;064420000798;NoTax
power up;;5.00;5.00;;804906005028;NoTax
Roulette $3;;3.00;3.00;;804906003055;NoTax
Redpath sugar cubes;GROCERY NO TAX;4.99;4.99;;062847814363;NoTax
Redpath sugar;GROCERY NO TAX;5.50;5.50;;062847210233;NoTax
POKER /LOTARIO/TOP/649;;1.00;1.00;;2280550001001;NoTax
POK.MEGA.WHEE.LIGH.LOTARIO;;2.00;2.00;;2280550002008;NoTax
plinko 5;;5.00;5.00;;804906005066;NoTax
Qtips small;GROCERY NO TAX;4.99;4.99;;305219051004;NoTax
Pepto Bismol 100ML;GROCERY NO TAX;7.00;7.00;;301490002674;NoTax
POKER LOTTO;;9.00;9.00;;2280550009007;NoTax
primo thick and zesty;GROCERY NO TAX;3.50;3.50;;055900006621;NoTax
Primo Spaghettini;GROCERY NO TAX;2.50;2.50;;055900000322;NoTax
Primo Elbows 454g;GROCERY NO TAX;2.50;2.50;;055900000346;NoTax
PALLMALL SMOOTH KS25;GROCERY NO TAX;18.00;18.00;;059300024810;NoTax
PALL MALL SPECIAL XL FULL 20;GROCERY NO TAX;14.50;14.50;;059300053339;NoTax
PALL MALL SMOOTH KS RG;GROCERY NO TAX;18.00;18.00;;059300054879;NoTax
PALL MALL FULLM KS;GROCERY NO TAX;18.00;18.00;;059300024773;NoTax
PALL MALL FULL RG 20;GROCERY NO TAX;14.50;14.50;;059300024742;NoTax
PALL MALL FULL KS 20;GROCERY NO TAX;14.50;14.50;;059300024766;NoTax
PALL MALL BOLD KS25;GROCERY NO TAX;18.00;18.00;;059300027798;NoTax
Pall Mall bold;GROCERY NO TAX;14.50;14.50;;059300027781;NoTax
PALL MALL SMOOTH RG 20;GROCERY NO TAX;14.50;14.50;;059300024780;NoTax
PALL MALL SMOOTH KS 20;GROCERY NO TAX;14.50;14.50;;059300024803;NoTax
ORVILLE EXTRA BUTTER;GROCERY NO TAX;1.99;1.99;;058807485247;NoTax
ORVILLE BUTTER;GROCERY NO TAX;1.69;1.69;;058807489092;NoTax
OREO THE ORIGINAL 270G;GROCERY NO TAX;4.99;4.99;;066721026590;NoTax
Oreo Puffs;GROCERY NO TAX;5.50;5.50;;628154458197;NoTax
Oreo Golden;GROCERY NO TAX;4.50;4.50;;066721026613;NoTax
OCEAN SPRAY CANNEBERY;GROCERY NO TAX;5.99;5.99;;031200046079;NoTax
LOTTO MAX$10;;10.00;10.00;;2280550010003;NoTax
LOTTO MAX $25;;25.00;25.00;;2280550025007;NoTax
LOTTO MAX $18.00;;18.00;18.00;;2280550018009;NoTax
LOTTO 649 $31;;31.00;31.00;;2280550031008;NoTax
LOTTO 649 $19;;19.00;19.00;;2280550019006;NoTax
LOTTO 649 $13;;13.00;13.00;;2280550013004;NoTax
LOTO MAX 2 DRAW.$22;;22.00;22.00;;2280550022006;NoTax
LOTO MAX $30;;30.00;30.00;;2280550030001;NoTax
LOT, MAX 10 DRAW.$50;;50.00;50.00;;2280550050009;NoTax
Luncheon Meat 340g;GROCERY NO TAX;3.50;3.50;;623190810404;NoTax
LD LIGHTER;GENERAL NO TAX;3.00;3.00;;060100043963;NoTax
Windsor Table Salt;GROCERY NO TAX;2.99;2.99;;066010001055;NoTax
Wild Pink Salmon;GROCERY NO TAX;5.99;5.99;;065302000035;NoTax
Visine original;GROCERY NO TAX;9.00;9.00;;060245405350;NoTax
FIJI 500ml water;WATER;2.50;2.50;;632565000159;NoTax
frenchs ketchup;GROCERY NO TAX;5.99;5.99;;056200926466;NoTax
Fob;GENERAL NO TAX;25.00;25.00;;24564;NoTax
Great Value 500ml Water;WATER;1.00;1.00;;605388881243;NoTax
Water kirkland;WATER;1.00;1.00;;096619321841;NoTax
Fujian Black tea;GROCERY NO TAX;2.99;2.99;;6901118888013;NoTax
TWINKIES;GROCERY NO TAX;2.50;2.50;;777550011649;NoTax
Tim Hortons;GROCERY NO TAX;15.99;15.99;;063209082277;NoTax
Tetley Orange Pekoe;GROCERY NO TAX;5.99;5.99;;057174122137;NoTax
POKER LIGHT/LOTTO MAX;LOTTERY;6.00;6.00;;2280550006006;NoTax
649 $7.00;LOTTERY;7.00;7.00;;2280550007003;NoTax
649/LIGHTING LOTTO;LOTTERY;8.00;8.00;;2280550008000;NoTax
11 $LOTTO MAX;LOTTERY;11.00;11.00;;2280550011000;NoTax
$12 LOTTO MAX;LOTTERY;12.00;12.00;;2280550012007;NoTax
$20 LOTTO MAX.2 DRA;LOTTERY;20.00;20.00;;2280550020002;NoTax
